Timestamp,UnixTime,PersonID,KP0_X,KP0_Y,KP0_C,KP1_X,KP1_Y,KP1_C,KP2_X,KP2_Y,KP2_C,KP3_X,KP3_Y,KP3_C,KP4_X,KP4_Y,KP4_C,KP5_X,KP5_Y,KP5_C,KP6_X,KP6_Y,KP6_C,KP7_X,KP7_Y,KP7_C,KP8_X,KP8_Y,KP8_C,KP9_X,KP9_Y,KP9_C,KP10_X,KP10_Y,KP10_C,KP11_X,KP11_Y,KP11_C,KP12_X,KP12_Y,KP12_C,KP13_X,KP13_Y,KP13_C,KP14_X,KP14_Y,KP14_C,KP15_X,KP15_Y,KP15_C,KP16_X,KP16_Y,KP16_C
2026-03-14 07:52:55.378358,1773489175.3783581,4074,804.1477,319.0909,0.27612305,805.6818,307.8409,0.38305664,812.8409,306.30682,0.027420044,820.51135,316.78976,0.9291992,869.6023,308.86365,0.15014648,809.7727,385.56818,0.9863281,919.7159,377.89774,0.85595703,765.7955,475.56818,0.97265625,960.11365,479.6591,0.44604492,714.1477,526.1932,0.8935547,931.4773,536.4205,0.35668945,837.8977,579.88635,0.9111328,907.9545,576.3068,0.734375,823.0682,686.25,0.43603516,898.75,679.0909,0.17529297,839.4318,715.9091,0.07019043,917.15906,693.4091,0.033294678
2026-03-14 07:52:55.398366,1773489175.3983667,4074,804.1477,319.0909,0.27612305,805.6818,307.8409,0.38305664,812.8409,306.30682,0.027420044,820.51135,316.78976,0.9291992,869.6023,308.86365,0.15014648,809.7727,385.56818,0.9863281,919.7159,377.89774,0.85595703,765.7955,475.56818,0.97265625,960.11365,479.6591,0.44604492,714.1477,526.1932,0.8935547,931.4773,536.4205,0.35668945,837.8977,579.88635,0.9111328,907.9545,576.3068,0.734375,823.0682,686.25,0.43603516,898.75,679.0909,0.17529297,839.4318,715.9091,0.07019043,917.15906,693.4091,0.033294678
2026-03-14 07:52:55.458430,1773489175.4584303,4074,802.61365,313.97726,0.29003906,804.1477,303.23865,0.32470703,811.3068,302.2159,0.035339355,814.88635,310.9091,0.9116211,863.9773,304.77274,0.21179199,801.0795,378.66476,0.9873047,910.0,372.7841,0.9140625,754.5455,465.08524,0.9741211,952.4432,470.71024,0.6352539,713.125,520.82385,0.9086914,942.7273,540.0,0.5205078,828.6932,565.5682,0.94384766,897.2159,563.5227,0.8535156,820.51135,677.0455,0.5595703,892.61365,672.9545,0.3112793,836.875,710.2841,0.10430908,904.375,694.4318,0.058563232
2026-03-14 07:52:55.480080,1773489175.48008,4074,802.61365,313.97726,0.29003906,804.1477,303.23865,0.32470703,811.3068,302.2159,0.035339355,814.88635,310.9091,0.9116211,863.9773,304.77274,0.21179199,801.0795,378.66476,0.9873047,910.0,372.7841,0.9140625,754.5455,465.08524,0.9741211,952.4432,470.71024,0.6352539,713.125,520.82385,0.9086914,942.7273,540.0,0.5205078,828.6932,565.5682,0.94384766,897.2159,563.5227,0.8535156,820.51135,677.0455,0.5595703,892.61365,672.9545,0.3112793,836.875,710.2841,0.10430908,904.375,694.4318,0.058563232
2026-03-14 07:52:55.500173,1773489175.5001738,4074,802.61365,313.97726,0.29003906,804.1477,303.23865,0.32470703,811.3068,302.2159,0.035339355,814.88635,310.9091,0.9116211,863.9773,304.77274,0.21179199,801.0795,378.66476,0.9873047,910.0,372.7841,0.9140625,754.5455,465.08524,0.9741211,952.4432,470.71024,0.6352539,713.125,520.82385,0.9086914,942.7273,540.0,0.5205078,828.6932,565.5682,0.94384766,897.2159,563.5227,0.8535156,820.51135,677.0455,0.5595703,892.61365,672.9545,0.3112793,836.875,710.2841,0.10430908,904.375,694.4318,0.058563232
2026-03-14 07:52:55.523285,1773489175.5232852,4074,801.0795,310.6534,0.24291992,802.61365,300.17044,0.2619629,811.3068,299.14774,0.03277588,811.8182,310.39774,0.9003906,863.4659,304.00568,0.22436523,795.9659,378.1534,0.9863281,903.86365,373.80682,0.91259766,741.76135,462.01706,0.96533203,944.7727,470.71024,0.6147461,706.98865,515.7102,0.8691406,941.7045,527.2159,0.4580078,818.9773,561.98865,0.9428711,886.98865,559.9432,0.85839844,811.3068,678.0682,0.53271484,880.8523,668.86365,0.30029297,832.2727,717.4432,0.09820557,901.8182,693.9205,0.05709839
2026-03-14 07:52:55.585566,1773489175.5855665,4074,795.9659,311.93182,0.2956543,798.01135,300.42615,0.3334961,806.7045,299.91476,0.048034668,809.7727,307.8409,0.9038086,858.86365,302.72726,0.23059082,791.36365,372.01706,0.98291016,900.28406,370.99432,0.89501953,735.625,453.57956,0.94921875,938.125,467.64206,0.52978516,712.1023,503.69318,0.81396484,932.5,516.4773,0.36743164,812.8409,556.875,0.93115234,880.3409,555.3409,0.8364258,807.7273,676.5341,0.51416016,868.0682,668.3523,0.29077148,829.7159,720.0,0.10839844,881.875,710.7955,0.0637207
2026-03-14 07:52:55.606972,1773489175.6069727,4074,795.9659,311.93182,0.2956543,798.01135,300.42615,0.3334961,806.7045,299.91476,0.048034668,809.7727,307.8409,0.9038086,858.86365,302.72726,0.23059082,791.36365,372.01706,0.98291016,900.28406,370.99432,0.89501953,735.625,453.57956,0.94921875,938.125,467.64206,0.52978516,712.1023,503.69318,0.81396484,932.5,516.4773,0.36743164,812.8409,556.875,0.93115234,880.3409,555.3409,0.8364258,807.7273,676.5341,0.51416016,868.0682,668.3523,0.29077148,829.7159,720.0,0.10839844,881.875,710.7955,0.0637207
2026-03-14 07:52:55.648859,1773489175.6488595,4074,802.1023,306.81818,0.23144531,803.125,295.56818,0.20715332,811.8182,295.05682,0.04144287,804.65906,304.00568,0.8613281,858.3523,299.6591,0.28564453,785.73865,367.1591,0.9838867,893.125,366.64774,0.93115234,736.13635,446.42044,0.9560547,928.9205,459.20456,0.69921875,715.1705,501.9034,0.8457031,927.38635,519.2898,0.52001953,804.65906,543.0682,0.9614258,872.15906,543.0682,0.9199219,800.5682,664.7727,0.6660156,859.88635,659.6591,0.48486328,822.0455,720.0,0.17590332,869.6023,711.8182,0.11895752
2026-03-14 07:52:55.668799,1773489175.668799,4074,802.1023,306.81818,0.23144531,803.125,295.56818,0.20715332,811.8182,295.05682,0.04144287,804.65906,304.00568,0.8613281,858.3523,299.6591,0.28564453,785.73865,367.1591,0.9838867,893.125,366.64774,0.93115234,736.13635,446.42044,0.9560547,928.9205,459.20456,0.69921875,715.1705,501.9034,0.8457031,927.38635,519.2898,0.52001953,804.65906,543.0682,0.9614258,872.15906,543.0682,0.9199219,800.5682,664.7727,0.6660156,859.88635,659.6591,0.48486328,822.0455,720.0,0.17590332,869.6023,711.8182,0.11895752
